JimGerlach	PA	R	house	RepRichardNeal	Wed Apr 02 15:49:12 +0000 2014	-18000	Working w/ @RepRichardNeal on a bipartisan bill to make successful job-creation, econ growth tool permanent #NMTC http://t.co/gZpk15MlGn
JimGerlach	PA	R	house	MLiSsA26,JimGerlach	Wed Mar 12 18:18:14 +0000 2014	-18000	RT @MLiSsA26: @JimGerlach thanks for making time to meet with us even though you were so busy!! #HillDay http://t.co/CtfCkgSiSC
JimGerlach	PA	R	house	TGowdySC	Wed Mar 12 18:10:26 +0000 2014	-18000	Will be on House floor shortly supporting @TGowdySC bill HR 4138 to stop executive overreach. Watch live http://t.co/OXo9X8T5eQ
JimGerlach	PA	R	house		Fri Mar 07 01:27:02 +0000 2014	-18000	Ukrainian singer Ruslana Lyzhychko is a courageous voice for freedom. Told Putin to keep his hands off #Ukraine http://t.co/bPFagmEkTv
JimGerlach	PA	R	house	ConnorBarwin98	Wed Mar 05 20:50:45 +0000 2014	-18000	Get moving! It's what NFL QBs do when @ConnorBarwin98 is blitzing and how our kids can stay fit #sfianhtf14 http://t.co/Kls4KLqZzV
JimGerlach	PA	R	house	RepGoodlatte,HouseJudiciary	Wed Mar 05 00:57:19 +0000 2014	-18000	Thanks to @RepGoodlatte and @HouseJudiciary for working with me to stop executive #overreach http://t.co/foij1wJw1Q
JimGerlach	PA	R	house		Mon Mar 03 19:00:31 +0000 2014	-18000	Frustrated by pace with which Obama Admin and EU have responded to Russian occupation of #Ukraine.  http://t.co/HaTdGnSGi6
JimGerlach	PA	R	house		Sun Mar 02 15:29:32 +0000 2014	-18000	U.S. &amp; NATO need to evaluate regional security issues in wake of Russia's aggression in #Ukraine http://t.co/13frpQwaBr
JimGerlach	PA	R	house		Sat Mar 01 14:52:18 +0000 2014	-18000	Russia's aggression in #Ukraine must be met with a proportional response from POTUS and our allies. http://t.co/eEJ65WIWVv
JimGerlach	PA	R	house	SamOrnelas1	Thu Feb 27 03:14:13 +0000 2014	-18000	@SamOrnelas1 give Wes Stefanick in my DC office a call at 202.225.4315 and he can help with tour request.
JimGerlach	PA	R	house	HouseJudiciary	Wed Feb 26 15:13:43 +0000 2014	-18000	Getting ready to discuss restoring Constitutional balance between Congress &amp; POTUS before @HouseJudiciary. Tune in http://t.co/RdaujROY4R
JimGerlach	PA	R	house		Thu Feb 06 16:12:54 +0000 2014	-18000	Power still out in Exton Office. You can reach us in Wyomissing at 610.376.7630 or Trappe at 610.409.2780 for help with fed issues.
JimGerlach	PA	R	house		Wed Feb 05 19:42:45 +0000 2014	-18000	Our Trappe Office has been without power for 2 hours so we have now closed. Wyomissing Office and DC office still open to help.
JimGerlach	PA	R	house	PottstownNews,MercuryX	Wed Feb 05 17:25:53 +0000 2014	-18000	RT @PottstownNews: 86% of Chester County towns without power, according to #PECO. Here is the town by town list: https://t.co/jgHrq1AiQ7 @M…
JimGerlach	PA	R	house	PottstownNews,MercuryX	Wed Feb 05 17:23:03 +0000 2014	-18000	RT @PottstownNews: 59% of Montco without power according to #PECO. Here's the town by town list: https://t.co/cO1NItKzj2 @MercuryX
JimGerlach	PA	R	house		Wed Feb 05 17:18:53 +0000 2014	-18000	Ice storm has knocked out power in our Exton Office. Here's how to contact us today and report outages http://t.co/GDnOIaD6pc
JimGerlach	PA	R	house		Mon Feb 03 13:17:39 +0000 2014	-18000	All of our District Offices are closed today. Our DC office is open to help constituents at 202.225.4315. Stay safe everyone.
JimGerlach	PA	R	house		Wed Jan 29 04:09:44 +0000 2014	-18000	Here's what I thought about #SOTU. What's your reaction? http://t.co/DgR0ZqQ8Nf
JimGerlach	PA	R	house	WaysandMeansGOP	Wed Jan 29 02:28:55 +0000 2014	-18000	RT @WaysandMeansGOP: #TaxReform means closing loopholes so we can lower tax rates for American families &amp; grow the economy #SOTU
JimGerlach	PA	R	house	kevbrog	Wed Jan 29 00:51:02 +0000 2014	-18000	@kevbrog wow. Tweet has more responses than you have followers. Thanks for contributing to the civil dialogue tonight.
JimGerlach	PA	R	house		Tue Jan 28 22:40:12 +0000 2014	-18000	When POTUS calls for bypassing Congress, he's really calling for bypassing American ppl. Here's how to prevent it. http://t.co/54iDx41iYi
JimGerlach	PA	R	house	TalkRadio1210	Thu Jan 23 17:36:25 +0000 2014	-18000	Will be on @TalkRadio1210 at 3:35 PM discussing my bill to have the President fulfill his duty to #EnforceAllLaws http://t.co/xjJnXGL94A
JimGerlach	PA	R	house		Tue Jan 14 16:17:49 +0000 2014	-18000	Time for president to enforce all laws or come to Congress if he wants them changed http://t.co/xjJnXGL94A #TakeCareClause
JimGerlach	PA	R	house	RepJoePitts	Fri Jan 10 16:42:23 +0000 2014	-18000	Bill I co-sponsored and @RepJoePitts wrote protecting your personal info from ObamaCare "glitches" sent to Senate http://t.co/9Jm4uzS5Az
JimGerlach	PA	R	house	cspanwj	Thu Jan 09 23:33:09 +0000 2014	-18000	Covered a lot of ground with @cspanwj this morning http://t.co/x2GauhWn8B
